"","story_id","rf_2019","svm_2019","nnet_2019"
"1","5575baf5421aa91c7c502207_1idlib","1","1","1"
"2","5578a726421aa910eb36146c_0damascus","0","0","0"
"3","55806feb421aa94f1148b650_1rifdimashq","1","1","1"
"4","55817ed7421aa94f564d95ce_0;5581618e421aa94f07838be1_2;5581862b421aa94f1148b987_3aleppo","1","1","1"
"5","55817ed7421aa94f564d95ce_0;5581618e421aa94f07838be1_2;5581862b421aa94f1148b987_3damascus","1","1","1"
"6","55817ed7421aa94f564d95ce_0;5581618e421aa94f07838be1_2;5581862b421aa94f1148b987_3quneitra","1","1","1"
"7","55817ed7421aa94f564d95ce_0;5581618e421aa94f07838be1_2;5581862b421aa94f1148b987_3rifdimashq","1","1","1"
"8","55896823421aa9750300a2f2_4aleppo","1","1","1"
"9","55896823421aa9750300a2f2_4hasakah","0","0","0"
"10","55896823421aa9750300a2f2_4idlib","1","1","1"
"11","55896823421aa9750300a2f2_4raqqah","0","0","0"
"12","558bcc46421aa912f5ca70fc_6aleppo","0","0","0"
"13","558bcc46421aa912f5ca70fc_6damascus","1","0","0"
"14","558bcc46421aa912f5ca70fc_6daraa","1","1","1"
"15","558bcc46421aa912f5ca70fc_6hasakah","1","1","1"
"16","558bcc46421aa912f5ca70fc_6quneitra","0","0","0"
"17","558bcc46421aa912f5ca70fc_6raqqah","1","0","1"
"18","55a0f079421aa9098d117862_1aleppo","1","1","1"
"19","55a79c3b421aa909ce71ee65_4aleppo","1","1","1"
"20","55a79c3b421aa909ce71ee65_4idlib","1","1","1"
"21","55a79c3b421aa909ce71ee65_4rifdimashq","0","0","0"
"22","55b91b61421aa96ecf85545f_6damascus","0","0","0"
"23","55b91b61421aa96ecf85545f_6quneitra","1","1","0"
"24","55c1e6e4421aa90cde1ed550_0rifdimashq","1","1","1"
"25","560046a3421aa94ca454e390_6aleppo","1","1","0"
"26","560046a3421aa94ca454e390_6damascus","0","0","0"
"27","560046a3421aa94ca454e390_6latakia","1","1","0"
"28","561238e8421aa97b242437b9_4;56124780421aa97ab98a71ab_4idlib","1","1","1"
