"","story_id","rf_2018","svm_2018","nnet_2018"
"1","556b47e5421aa919bc579b4f_0aleppo","0.997","0.809595450808103","0.986080354598455"
"2","557060db421aa92b0a726aef_1aleppo","0.233","0.148742581466508","0.317839034517654"
"3","557060db421aa92b0a726aef_1daraa","0.371","0.335027868493107","0.284336204208004"
"4","557060db421aa92b0a726aef_1idlib","0.969","0.949601112755235","0.978657956316231"
"5","557060db421aa92b0a726aef_1suwayda","0.911","0.863022015078824","0.727336828481943"
"6","557b22fc421aa96777739cf2_1aleppo","0.11","0.105810329715989","0.192874362943372"
"7","557b22fc421aa96777739cf2_1damascus","0.26","0.120355526762195","0.236931167474522"
"8","557b22fc421aa96777739cf2_1idlib","0.875","0.766427591903733","0.992375052422692"
"9","557c3146421aa94cd5c6f6dd_1rifdimashq","0.928","0.874184184882858","0.992611333939731"
"10","5580aa41421aa94f026a719e_0daraa","0.997","0.813620460807914","0.969530364232579"
"11","5580dd43421aa94ef1085356_6;55802726421aa94edeabbe07_6;55801feb421aa94edeabbde1_6aleppo","0.953","0.75588342969161","0.778228624649158"
"12","5580dd43421aa94ef1085356_6;55802726421aa94edeabbe07_6;55801feb421aa94edeabbde1_6raqqah","0.941","0.843625902679297","0.857172422636964"
"13","5589b122421aa9750300aaa0_0aleppo","0.869","0.835291206427329","0.597130497211432"
"14","5589b122421aa9750300aaa0_0daraa","0.792","0.870441027475974","0.780089924606136"
"15","5589b122421aa9750300aaa0_0idlib","0.648","0.417589304449962","0.37312768980963"
"16","55991029421aa92762602b7b_6damascus","0.759","0.859324600081879","0.60861081298248"
"17","55991029421aa92762602b7b_6raqqah","0.086","0.0817345973780385","0.119746823632845"
"18","55991029421aa92762602b7b_6rifdimashq","0.515","0.412235652207183","0.16418606756329"
"19","559e80bf421aa93dcb76a8bf_6damascus","0.041","0.110896898437155","0.11829876295012"
"20","559e80bf421aa93dcb76a8bf_6idlib","0.999","0.911912954789685","0.981785546840222"
"21","559e80bf421aa93dcb76a8bf_6raqqah","0.182","0.0737766752663366","0.109457103966563"
"22","55b8c629421aa90a6fee3798_6damascus","0.212","0.233591219584236","0.230882626335436"
"23","55b8c629421aa90a6fee3798_6quneitra","0.996","0.941058519492205","0.944132897726834"
"24","55d427be421aa95c5649d574_0aleppo","0.322","0.121793487149596","0.191974751006645"
"25","55d427be421aa95c5649d574_0damascus","0.762","0.789264046580166","0.509091523884485"
"26","55d427be421aa95c5649d574_0idlib","0.745","0.804936654980095","0.647175236958643"
"27","55d427be421aa95c5649d574_0latakia","0.24","0.257187671581362","0.272321209982733"
"28","55ddb13b421aa94d3d7c25d2_1aleppo","0.784","0.907523064587437","0.918255319009851"
"29","55ec84ee421aa954bea281ad_0suwayda","0.997","0.972517297196754","0.971040294596234"
"30","55f66f95421aa97b46b8197a_6damascus","0.958","0.906329147538413","0.904661224076503"
"31","55f66f95421aa97b46b8197a_6idlib","0.162","0.120526689197869","0.12011499375664"
"32","560a7e5d421aa97afef2b303_0aleppo","0.951","0.959662805645252","0.93476192715846"
"33","560a7e5d421aa97afef2b303_0damascus","0.257","0.0990627796892525","0.143852330933071"
"34","560bdce0421aa97ab4ecd163_5aleppo","0.251","0.153685845769008","0.287111118111597"
"35","560bdce0421aa97ab4ecd163_5hama","1","0.902139691133873","0.980833049372335"
"36","560bdce0421aa97ab4ecd163_5homs","0.27","0.123018138578225","0.209533928442803"
"37","561513f9421aa97b0ab310f1_0aleppo","0.905","0.902832008922","0.606874658859781"
"38","561513f9421aa97b0ab310f1_0damascus","0.201","0.137860346585808","0.143489070424856"
"39","561513f9421aa97b0ab310f1_0hama","0.841","0.915493794340866","0.970846112436609"
"40","561513f9421aa97b0ab310f1_0idlib","0.933","0.962827235478715","0.983721161171027"
"41","5615ef0b421aa97b35ad6ba1_6aleppo","0.656","0.686422523586448","0.87101643324315"
"42","5615ef0b421aa97b35ad6ba1_6damascus","0.187","0.178020378787155","0.236424918263803"
"43","5615ef0b421aa97b35ad6ba1_6hama","0.873","0.729051060919374","0.968910217666906"
"44","5615ef0b421aa97b35ad6ba1_6idlib","0.751","0.728694803636427","0.951552156381331"
"45","5615ef0b421aa97b35ad6ba1_6raqqah","0.352","0.184659154636835","0.146864360298084"
"46","56179e8c421aa97af005dead_4;5617e78b421aa97adc28662e_5aleppo","0.998","0.834825379767451","0.964860250469973"
"47","56179e8c421aa97af005dead_4;5617e78b421aa97adc28662e_5raqqah","0.387","0.204505406582228","0.319667451542927"
"48","56192248421aa97ab4ed05c1_0damascus","0.052","0.104922634250421","0.109046867779679"
"49","56192248421aa97ab4ed05c1_0hama","0.994","0.908873544467562","0.955744912775055"
"50","56192248421aa97ab4ed05c1_0idlib","0.651","0.650652632703942","0.767190604062606"
