"","story_id","rf_2020","svm_2020","nnet_2020"
"1","557072cf421aa92ad8b3e197_3aleppo","1","1","1"
"2","557a9d9f421aa91093c2175b_4rifdimashq","0","1","1"
"3","557fcf9f421aa94f1da64b78_3rifdimashq","0","1","1"
"4","55a02235421aa9097a5d06f1_3aleppo","1","1","1"
"5","55a02235421aa9097a5d06f1_3damascus","0","0","0"
"6","55a02235421aa9097a5d06f1_3daraa","1","1","1"
"7","55a02235421aa9097a5d06f1_3idlib","1","1","1"
"8","55a02235421aa9097a5d06f1_3rifdimashq","1","1","0"
"9","55a02235421aa9097a5d06f1_3suwayda","0","0","0"
"10","55d26a53421aa95c4f6dbcdd_0damascus","1","1","1"
"11","55d26a53421aa95c4f6dbcdd_0latakia","0","0","0"
"12","55d26a53421aa95c4f6dbcdd_0rifdimashq","1","1","1"
"13","55da19bc421aa96dfa5424a1_4damascus","1","1","1"
"14","55da19bc421aa96dfa5424a1_4quneitra","1","1","1"
"15","55da19bc421aa96dfa5424a1_4rifdimashq","1","1","1"
"16","55ddde7d421aa95dd96a94da_1damascus","0","0","0"
"17","55ddde7d421aa95dd96a94da_1hama","0","0","0"
"18","55ddde7d421aa95dd96a94da_1idlib","0","0","0"
"19","55ddde7d421aa95dd96a94da_1latakia","1","1","1"
"20","560e747e421aa97b35ad4ee6_1raqqah","1","1","1"
"21","561646bb421aa97af005d869_5aleppo","0","0","0"
"22","561646bb421aa97af005d869_5hama","1","1","1"
"23","561646bb421aa97af005d869_5idlib","1","1","1"
"24","561646bb421aa97af005d869_5latakia","0","0","0"
"25","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4aleppo","1","1","1"
"26","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4hama","0","0","0"
"27","56211d7e421aa972418acf4d_0;56211eaa421aa972786347d3_4latakia","1","1","0"
"28","5627f11f421aa91d7e333d07_3aleppo","0","0","1"
"29","5627f11f421aa91d7e333d07_3damascus","0","0","1"
"30","5627f11f421aa91d7e333d07_3hama","1","1","1"
"31","5627f11f421aa91d7e333d07_3idlib","0","1","1"
"32","5627f11f421aa91d7e333d07_3latakia","0","0","0"
"33","5627f11f421aa91d7e333d07_3rifdimashq","0","0","1"
"34","563a2d32421aa923ae43fe22_1aleppo","0","1","1"
"35","563a2d32421aa923ae43fe22_1damascus","0","0","0"
"36","563a36dd421aa923ae440121_0damascus","1","1","1"
"37","563a40b4421aa923a763f66f_0aleppo","1","1","1"
"38","563b7347421aa977f636e1dc_6aleppo","0","0","1"
"39","563b7347421aa977f636e1dc_6damascus","1","1","1"
"40","563b7347421aa977f636e1dc_6rifdimashq","0","1","0"
"41","56429457421aa95371bdbef8_6aleppo","1","1","1"
"42","56429457421aa95371bdbef8_6damascus","0","0","1"
"43","56429457421aa95371bdbef8_6raqqah","1","1","1"
"44","5665f6ec421aa96629c77d74_4damascus","0","0","0"
"45","5665f6ec421aa96629c77d74_4daraa","0","0","0"
"46","5665f6ec421aa96629c77d74_4deirezzor","1","1","1"
"47","5665f6ec421aa96629c77d74_4hasakah","0","0","0"
"48","5665f6ec421aa96629c77d74_4raqqah","0","0","0"
"49","567f1ff4421aa92039820aa6_5damascus","1","1","1"
"50","568025b3421aa97b2dfc53a9_1damascus","1","1","1"
"51","56842c01421aa97026c38edc_5damascus","1","1","1"
"52","56842c01421aa97026c38edc_5daraa","1","1","1"
"53","5689990b421aa962a34b31f4_1damascus","0","0","0"
"54","5689990b421aa962a34b31f4_1idlib","1","0","1"
"55","5689990b421aa962a34b31f4_1rifdimashq","1","1","1"
"56","56904008421aa9519ed4684f_1damascus","0","0","1"
"57","56904008421aa9519ed4684f_1daraa","1","1","1"
"58","56904008421aa9519ed4684f_1quneitra","0","0","0"
"59","56904008421aa9519ed4684f_1suwayda","0","0","1"
"60","56d3cbe8421aa97429a4345b_0aleppo","1","1","1"
"61","56d3cbe8421aa97429a4345b_0damascus","1","1","1"
"62","56d3cbe8421aa97429a4345b_0rifdimashq","1","1","1"
"63","56d7df13421aa96ff4fccbb4_0aleppo","1","1","1"
"64","56d7df13421aa96ff4fccbb4_0damascus","0","0","0"
"65","56d7df13421aa96ff4fccbb4_0hama","1","0","1"
"66","56d7df13421aa96ff4fccbb4_0idlib","0","0","0"
"67","56d7df13421aa96ff4fccbb4_0latakia","1","1","1"
"68","56d7df13421aa96ff4fccbb4_0quneitra","1","1","1"
"69","56eefa4f421aa953c45c3302_0damascus","1","1","0"
"70","56eefa4f421aa953c45c3302_0raqqah","0","0","0"
"71","56f2dd5e421aa9441fdb786d_3homs","0","1","1"
"72","56f92ae3421aa90e67a4af6f_0;56f90e02421aa90408c5c920_0;56f8db28421aa96e32c5f83b_0homs","0","1","1"
"73","57098858421aa90740cd8c23_2aleppo","1","1","1"
"74","5710be6b421aa92426f3fbae_4aleppo","1","1","1"
"75","57108bf0421aa90fe7c1799d_0aleppo","1","1","1"
"76","57108bf0421aa90fe7c1799d_0damascus","0","0","0"
"77","57108bf0421aa90fe7c1799d_0hama","0","0","0"
"78","57295406421aa911c9ad641b_1aleppo","1","1","1"
"79","572b3610421aa9406fd97bab_0aleppo","1","1","1"
"80","572b3610421aa9406fd97bab_0damascus","0","0","0"
"81","577aa6f1421aa9294ed84ef9_1quneitra","0","1","1"
"82","5783933d421aa96704a1a3c5_0aleppo","1","1","1"
"83","5783933d421aa96704a1a3c5_0idlib","1","1","1"
"84","5783e372421aa90704eaf466_0aleppo","1","1","1"
"85","579a3778421aa9631665ab7b_4aleppo","1","1","1"
