"","story_id","rf_2020","svm_2020","nnet_2020"
"1","22834745guangdong","1","1","1"
"2","1517019beijing","0","0","0"
"3","1517019heilongjiang","1","1","0"
"4","12480863anhui","0","0","0"
"5","12480863beijing","0","0","0"
"6","12480863hubei","0","0","0"
"7","12480863shaanxi","0","0","0"
"8","12480863shandong","0","0","0"
"9","12480863tibet","0","0","0"
"10","12480863yunnan","0","0","0"
"11","22074371beijing","0","0","0"
"12","22074371guangdong","1","1","1"
"13","22074371hainan","0","0","0"
"14","22074371yunnan","0","0","1"
"15","19968609guangxi","1","0","0"
"16","19968609jiangxi","1","1","1"
"17","10401798beijing","0","0","0"
"18","10401798guangdong","1","1","1"
"19","23514197beijing","1","1","1"
"20","18413926guangdong","0","0","0"
"21","18413926guangxi","1","1","1"
"22","18413926henan","1","1","1"
"23","18413926jiangsu","0","1","1"
"24","18413926shanghai","0","0","0"
"25","21097146gansu","0","0","1"
"26","21097146tibet","0","0","0"
"27","12385394sichuan","1","1","1"
"28","21407272beijing","1","1","1"
"29","21407272shanghai","0","0","0"
"30","21407272tianjin","1","1","1"
"31","13189049liaoning","1","1","1"
"32","19973173guangdong","1","1","1"
"33","19973173guizhou","1","1","1"
"34","4350460sichuan","0","0","0"
"35","4350460zhejiang","0","1","1"
"36","7154373anhui","1","1","1"
"37","7154373shanghai","0","0","0"
"38","7154373sichuan","1","1","1"
"39","7154373zhejiang","0","1","0"
"40","33709396beijing","0","1","1"
"41","33709396henan","1","1","1"
"42","7852578sichuan","0","0","1"
"43","7852578tibet","0","0","1"
"44","21998887guangdong","1","1","1"
"45","23122398shandong","0","1","0"
"46","32076964guangdong","0","1","1"
"47","17030735beijing","0","0","0"
"48","17030735guangdong","0","0","1"
"49","17030735jiangsu","1","1","1"
"50","17030735liaoning","0","0","0"
"51","17030735shanghai","0","0","0"
"52","17030735sichuan","0","0","1"
"53","10266200beijing","0","0","1"
"54","10266200gansu","0","0","1"
"55","10266200guangdong","1","1","1"
"56","24137213liaoning","1","1","1"
"57","4637399beijing","1","0","0"
"58","4637399liaoning","1","1","0"
"59","22123366beijing","0","0","0"
"60","22123366tibet","1","0","1"
"61","17749953beijing","0","0","0"
"62","17749953guizhou","1","0","1"
"63","17749953qinghai","0","0","0"
"64","17749953tibet","0","0","1"
"65","16269055beijing","0","0","0"
"66","16269055guangdong","0","0","0"
"67","16269055henan","1","1","1"
"68","16269055jiangsu","0","0","0"
"69","26164598guizhou","1","1","1"
"70","26164598henan","0","0","1"
"71","21125692guangdong","0","1","1"
"72","20936839guangdong","1","1","1"
"73","21186442henan","1","1","1"
"74","20665331beijing","0","0","0"
"75","20665331chongqing","0","0","0"
"76","20665331fujian","0","0","0"
"77","20665331gansu","0","0","0"
"78","20665331guangdong","0","0","0"
"79","20665331guangxi","0","0","0"
"80","20665331guizhou","0","0","0"
"81","20665331hainan","0","0","0"
"82","20665331henan","0","1","1"
"83","20665331hubei","0","0","1"
"84","20665331hunan","0","0","0"
"85","20665331jiangsu","0","0","0"
"86","20665331qinghai","0","0","0"
"87","20665331shaanxi","0","0","0"
"88","20665331shanghai","0","0","0"
"89","20665331sichuan","0","0","0"
"90","20665331tibet","0","0","0"
"91","20665331xinjiang","0","0","0"
"92","20665331zhejiang","0","0","0"
"93","18284862beijing","0","0","0"
"94","18284862chongqing","0","0","0"
"95","18284862guangdong","1","0","1"
"96","18284862hainan","0","0","0"
"97","18284862hubei","0","0","0"
"98","18284862jilin","0","0","0"
"99","18284862shaanxi","0","0","0"
"100","18284862shandong","0","0","0"
"101","18284862shanxi","0","0","0"
"102","18284862sichuan","0","0","0"
"103","18284862tianjin","0","0","0"
"104","18284862tibet","0","0","0"
"105","18284862xinjiang","0","0","0"
"106","18284862yunnan","0","0","0"
"107","18284862zhejiang","0","0","0"
"108","27459251beijing","0","0","0"
"109","27459251shaanxi","1","1","1"
"110","8330608sichuan","1","1","1"
"111","8330608tibet","0","0","0"
"112","21294522tianjin","1","1","1"
