"","story_id","rf_2018","svm_2018","nnet_2018"
"1","25501726jiangxi","0","0","0"
"2","25501726shanxi","0","0","1"
"3","25501726sichuan","1","1","0"
"4","16963447jiangsu","0","0","0"
"5","16963447liaoning","0","0","0"
"6","16963447sichuan","1","1","0"
"7","16963447zhejiang","0","0","0"
"8","25942100beijing","0","0","0"
"9","25942100liaoning","1","1","1"
"10","10813697beijing","0","0","0"
"11","10813697guangdong","1","1","1"
"12","19992054jiangsu","1","1","0"
"13","19992054shanghai","0","0","0"
"14","10676798guizhou","0","1","0"
"15","22128906beijing","0","0","0"
"16","22128906tibet","0","0","0"
"17","35437033beijing","0","0","0"
"18","35437033guangdong","1","1","1"
"19","35437033henan","0","0","0"
"20","35437033zhejiang","0","0","0"
"21","19463927hebei","0","1","0"
"22","19463927henan","1","1","1"
"23","19463927hubei","0","0","0"
"24","1139483anhui","1","1","0"
"25","1139483beijing","0","0","0"
"26","1139483shanghai","0","0","0"
"27","22166697tibet","1","0","0"
"28","19539442anhui","1","1","1"
"29","16893374beijing","0","0","0"
"30","16893374qinghai","0","0","0"
"31","16893374tibet","0","0","0"
"32","22111534guangdong","1","1","1"
"33","22111534shanxi","0","0","0"
"34","23950540beijing","1","1","1"
"35","25191598shanghai","1","1","1"
"36","22787125guangxi","1","1","1"
"37","24921389beijing","0","0","0"
"38","24921389shanghai","0","0","0"
"39","22609016guangdong","1","1","1"
"40","22398045guangdong","1","1","1"
"41","23719588sichuan","1","1","1"
"42","22378525guangdong","1","1","1"
"43","22378525guangxi","1","1","1"
"44","35032773beijing","0","0","0"
"45","35032773shanghai","0","0","0"
"46","35032773zhejiang","1","1","0"
"47","25999825beijing","0","0","0"
"48","25999825guangxi","0","0","0"
"49","25999825shandong","1","1","0"
"50","7192842beijing","0","1","0"
"51","7192842guangdong","1","0","0"
"52","7192842shandong","1","1","0"
"53","7192842shanghai","1","0","0"
"54","18094057beijing","0","0","0"
"55","18094057guangdong","0","0","0"
"56","7322224beijing","0","0","0"
"57","7322224jilin","1","1","0"
"58","7322224qinghai","0","0","0"
"59","7322224sichuan","0","0","0"
"60","7322224tibet","0","0","0"
"61","12021786guangdong","0","0","0"
"62","12021786tibet","0","0","0"
"63","12021786xinjiang","0","0","0"
"64","3507326guangdong","1","1","1"
"65","22378478zhejiang","1","1","1"
"66","17295543guangdong","1","1","1"
"67","18824124hainan","0","0","1"
"68","17619005hainan","1","1","1"
"69","17619005sichuan","1","0","0"
"70","20819926beijing","0","0","0"
"71","20819926fujian","0","0","0"
"72","20819926guangdong","0","0","0"
"73","20819926hebei","0","0","0"
"74","20819926henan","0","0","0"
"75","20819926hubei","0","0","0"
"76","20819926hunan","0","0","0"
"77","20819926innermongolia","0","0","0"
"78","20819926jiangsu","1","1","0"
"79","20819926liaoning","0","0","0"
"80","20819926ningxia","0","0","0"
"81","20819926shaanxi","1","0","0"
"82","20819926shandong","0","0","0"
"83","20819926shanghai","0","0","0"
"84","20819926shanxi","0","0","0"
"85","20819926tianjin","0","0","0"
"86","20819926tibet","0","0","0"
"87","20819926xinjiang","0","0","0"
"88","20819926yunnan","0","0","0"
"89","20819926zhejiang","0","0","0"
"90","23979595beijing","0","0","0"
"91","23979595shanghai","1","1","1"
"92","23979595tianjin","0","0","0"
"93","24680387sichuan","1","1","1"
"94","27521970hunan","1","1","1"
"95","1601418beijing","0","0","0"
"96","1601418jilin","0","1","1"
"97","1601418liaoning","1","1","1"
"98","25213586guangdong","0","0","0"
"99","25213586hunan","1","1","0"
"100","25213586zhejiang","0","1","0"
"101","21984369sichuan","1","1","1"
"102","21984369tibet","0","0","0"
"103","22997344guangdong","1","1","0"
"104","21560122beijing","0","1","1"
"105","21560122shanghai","0","1","0"
"106","22254379guangdong","1","1","1"
"107","28057239zhejiang","1","1","1"
"108","9236772chongqing","1","1","1"
"109","9236772yunnan","0","0","0"
"110","13090525yunnan","1","1","1"
"111","22585868beijing","0","0","0"
"112","22585868guangdong","0","0","0"
"113","22585868sichuan","1","1","1"
"114","12481202anhui","0","0","0"
"115","12481202beijing","0","0","0"
"116","12481202hubei","0","0","0"
"117","12481202shandong","0","0","0"
"118","12481202tibet","0","0","0"
"119","12481202yunnan","1","1","0"
"120","13336075guangdong","1","1","1"
"121","19264806beijing","1","1","1"
"122","19264806guangdong","0","0","0"
"123","19264806shanghai","0","0","0"
"124","7492095anhui","1","1","1"
"125","7492095jiangsu","1","1","1"
"126","19371391anhui","0","0","0"
"127","19371391guangdong","1","1","0"
"128","19371391hebei","1","1","0"
"129","19371391henan","0","0","0"
"130","19371391innermongolia","0","0","0"
"131","19371391shandong","1","1","0"
"132","19371391tianjin","0","0","0"
"133","19371391xinjiang","0","0","0"
"134","36238809gansu","1","1","1"
"135","36238809sichuan","1","1","1"
"136","36238809tibet","0","0","0"
"137","17925693henan","0","0","0"
"138","17925693shanghai","1","1","1"
"139","5018755beijing","0","0","0"
"140","23263272guangdong","1","1","1"
"141","12427416beijing","1","1","1"
"142","16235224beijing","0","0","0"
"143","16235224gansu","0","0","0"
"144","16235224hebei","1","1","0"
"145","16235224ningxia","1","1","1"
"146","16235224xinjiang","0","0","1"
"147","11966901shanghai","0","0","0"
"148","24656101guangdong","1","1","0"
"149","21457273guangdong","0","1","1"
"150","9386754beijing","0","0","0"
"151","9386754jiangxi","1","1","1"
"152","1835571shaanxi","1","1","1"
"153","23131744beijing","0","0","0"
"154","23131744guangdong","0","1","1"
"155","23436835beijing","1","1","1"
"156","11772122fujian","1","1","1"
"157","11772122zhejiang","0","0","0"
"158","24824115beijing","0","0","0"
"159","24824115shanghai","0","0","0"
"160","24331077beijing","1","1","1"
"161","1061178beijing","0","0","0"
"162","1061178shanghai","0","0","0"
"163","23525199gansu","1","1","1"
"164","31157651guangdong","0","0","0"
"165","26892745guizhou","0","1","0"
"166","26185833gansu","1","1","1"
"167","2399293shaanxi","1","1","1"
"168","17245789henan","0","1","1"
"169","15890924guangdong","1","1","1"
"170","21422327guangdong","1","1","1"
"171","18313867guangdong","0","0","0"
"172","18313867jiangxi","1","1","1"
"173","26081729liaoning","0","0","0"
"174","23541231shandong","1","1","1"
"175","22394141fujian","0","1","1"
"176","22394141guangdong","0","1","0"
"177","27285479guangdong","1","1","1"
"178","10561977sichuan","1","1","1"
"179","8814008beijing","0","0","0"
"180","8814008fujian","0","0","0"
