"","story_id","rf_2016","svm_2016","nnet_2016"
"1","10813697beijing","0","0","0"
"2","10813697guangdong","1","1","1"
"3","22285172beijing","0","0","1"
"4","22285172guangdong","0","0","0"
"5","22285172hunan","0","0","0"
"6","22285172shandong","1","1","1"
"7","19992054jiangsu","1","1","1"
"8","19992054shanghai","0","0","0"
"9","10676798guizhou","1","1","1"
"10","22128906beijing","0","0","0"
"11","22128906tibet","0","0","0"
"12","12480863anhui","1","1","1"
"13","12480863beijing","0","0","1"
"14","12480863hubei","0","0","0"
"15","12480863shaanxi","0","0","0"
"16","12480863shandong","0","0","0"
"17","12480863tibet","0","0","0"
"18","12480863yunnan","0","0","0"
"19","22166697tibet","0","0","1"
"20","22074371beijing","0","0","0"
"21","22074371guangdong","1","1","1"
"22","22074371hainan","0","0","0"
"23","22074371yunnan","0","0","0"
"24","8080324beijing","0","0","0"
"25","8080324guangdong","0","0","0"
"26","8080324hubei","0","0","0"
"27","8080324jiangsu","0","0","0"
"28","8080324shanghai","0","0","0"
"29","8080324sichuan","0","0","0"
"30","8080324yunnan","0","0","0"
"31","10401798beijing","0","0","0"
"32","10401798guangdong","1","1","1"
"33","22111534guangdong","1","1","1"
"34","22111534shanxi","0","0","0"
"35","21097146gansu","0","1","1"
"36","21097146tibet","0","0","0"
"37","12385394sichuan","1","1","1"
"38","12506206beijing","0","0","0"
"39","12506206jiangsu","0","0","0"
"40","12506206zhejiang","1","1","1"
"41","22609016guangdong","1","1","1"
"42","22398045guangdong","1","1","1"
"43","21177753qinghai","1","1","1"
"44","21177753tibet","0","0","0"
"45","22378525guangdong","1","1","1"
"46","22378525guangxi","1","1","1"
"47","11923453guangdong","1","0","0"
"48","11923453shanghai","0","0","0"
"49","11923453sichuan","0","1","1"
"50","11339487gansu","1","0","0"
"51","11339487guangxi","0","0","0"
"52","11339487hubei","0","0","0"
"53","11339487innermongolia","1","1","1"
"54","11339487jiangsu","0","0","0"
"55","11339487shaanxi","0","0","0"
"56","11339487sichuan","0","0","0"
"57","13019183guangdong","1","1","1"
"58","12021786guangdong","0","0","0"
"59","12021786tibet","0","0","0"
"60","12021786xinjiang","0","0","0"
"61","22378478zhejiang","1","1","1"
"62","21998887guangdong","1","1","1"
"63","23122398shandong","1","0","1"
"64","32076964guangdong","1","1","0"
"65","10266200beijing","0","0","1"
"66","10266200gansu","0","0","0"
"67","10266200guangdong","1","1","1"
"68","11449198guangdong","1","1","1"
"69","11449198jiangxi","0","0","0"
"70","23645316shandong","1","1","1"
"71","22334337shaanxi","1","1","1"
"72","22123366beijing","0","0","0"
"73","22123366tibet","0","0","1"
"74","21984369sichuan","1","0","0"
"75","21984369tibet","1","1","1"
"76","17749953beijing","0","0","0"
"77","17749953guizhou","1","0","1"
"78","17749953qinghai","1","1","1"
"79","17749953tibet","0","0","0"
"80","22997344guangdong","0","1","1"
"81","22254379guangdong","1","1","1"
"82","9236772chongqing","1","1","1"
"83","9236772yunnan","0","0","0"
"84","17652698beijing","0","0","0"
"85","17652698fujian","0","0","0"
"86","17652698jiangsu","0","0","0"
"87","17652698liaoning","0","0","0"
"88","17652698shandong","0","0","0"
"89","17652698sichuan","0","0","0"
"90","17652698zhejiang","1","1","1"
"91","22585868beijing","0","0","0"
"92","22585868guangdong","0","0","0"
"93","22585868sichuan","1","1","1"
"94","17103732guangdong","1","1","1"
"95","12481202anhui","0","0","0"
"96","12481202beijing","0","0","0"
"97","12481202hubei","0","0","0"
"98","12481202shandong","0","0","0"
"99","12481202tibet","0","0","0"
"100","12481202yunnan","0","1","0"
"101","21186442henan","1","1","1"
"102","22920846beijing","1","1","1"
"103","23652782guangdong","1","1","1"
"104","23652782liaoning","0","0","0"
"105","17925693henan","0","0","0"
"106","17925693shanghai","1","1","1"
"107","11373175guangxi","1","1","1"
"108","23263272guangdong","1","1","1"
"109","12479878anhui","1","1","1"
"110","12479878beijing","0","0","0"
"111","12479878hubei","1","0","0"
"112","12479878shaanxi","0","0","0"
"113","12479878shandong","0","0","0"
"114","12479878tibet","0","0","0"
"115","12479878yunnan","0","0","0"
"116","21996013beijing","1","1","1"
"117","21996013guangdong","0","0","0"
"118","21996013hunan","1","1","1"
"119","21996013shandong","1","0","0"
"120","12427416beijing","1","1","1"
"121","12320019sichuan","1","1","1"
"122","12320019tibet","0","0","0"
"123","15790655guangdong","1","1","1"
"124","21888531guangdong","1","1","1"
"125","21888531yunnan","0","0","0"
"126","27526096sichuan","1","1","1"
"127","9018380hunan","1","1","1"
"128","11771484beijing","0","0","0"
"129","11771484henan","1","1","1"
"130","23457318beijing","1","1","1"
"131","23131744beijing","0","0","0"
"132","23131744guangdong","1","1","1"
"133","23436835beijing","1","1","1"
"134","11772122fujian","1","1","1"
"135","11772122zhejiang","0","0","0"
"136","20015631guangdong","1","1","1"
"137","22154696beijing","1","1","1"
"138","22154696tibet","0","0","0"
"139","18695872guizhou","1","1","1"
"140","18695872hebei","0","0","0"
"141","26892745guizhou","0","1","0"
"142","22695295beijing","0","1","0"
"143","22154562beijing","0","0","0"
"144","22154562shaanxi","0","0","0"
"145","22154562sichuan","0","0","1"
"146","22154562tibet","0","0","0"
"147","12473388gansu","0","0","0"
"148","12473388qinghai","1","1","1"
"149","12473388tibet","0","0","0"
