"","story_id","rf_2017","svm_2017","nnet_2017"
"1","22522781kinshasa","0","0","0"
"2","22522781northkivu","1","1","1"
"3","22522781southkivu","1","0","0"
"4","35033780katanga","0","0","0"
"5","35033780northkivu","1","1","1"
"6","35033780orientale","0","0","0"
"7","6288898northkivu","1","1","1"
"8","22317381kasaioccidental","0","0","0"
"9","22317381kinshasa","0","0","0"
"10","22317381northkivu","1","1","1"
"11","34034649kinshasa","1","1","1"
"12","20669206northkivu","1","1","1"
"13","19370082orientale","1","1","1"
"14","32489089kasaioccidental","0","0","0"
"15","32489089kinshasa","1","1","1"
"16","4590482kinshasa","0","0","0"
"17","4590482orientale","1","1","0"
"18","33237761katanga","0","0","0"
"19","33237761orientale","1","1","1"
"20","24235767northkivu","1","1","1"
"21","24235767southkivu","0","0","0"
"22","18930070kasaioccidental","0","0","0"
"23","18930070kinshasa","0","0","0"
"24","18930070northkivu","1","1","1"
"25","18930070southkivu","0","0","0"
"26","10672170bascongo","1","1","1"
"27","10672170kasaioriental","0","0","0"
"28","10672170kinshasa","0","0","0"
"29","10672170orientale","0","0","0"
"30","3405233orientale","1","1","1"
"31","34145240kinshasa","0","0","0"
"32","34145240northkivu","1","1","1"
"33","34145240orientale","0","0","0"
"34","22898800kinshasa","1","1","1"
"35","27521830northkivu","1","1","1"
"36","22319390northkivu","1","1","1"
"37","18922379kinshasa","0","0","0"
"38","18922379northkivu","1","1","1"
"39","18922379orientale","0","0","0"
"40","18922379southkivu","0","0","0"
"41","17850280kinshasa","0","0","0"
"42","17850280northkivu","1","1","1"
"43","21231342northkivu","1","1","1"
"44","21231342orientale","1","1","1"
"45","9249759northkivu","1","1","1"
"46","8048903orientale","0","0","0"
"47","8048903southkivu","1","1","1"
"48","11527192northkivu","1","1","1"
"49","7793830orientale","1","1","1"
"50","25958833kinshasa","0","0","0"
"51","25958833northkivu","0","0","0"
"52","25958833southkivu","1","1","1"
"53","16156974northkivu","1","1","1"
"54","16156974orientale","1","0","0"
"55","19238481kinshasa","0","0","0"
"56","19238481northkivu","1","1","1"
"57","32069817katanga","1","1","1"
"58","8973439northkivu","1","1","1"
"59","8973439orientale","1","1","1"
"60","6006126kinshasa","0","0","0"
"61","6006126northkivu","1","1","1"
"62","5155364kinshasa","1","1","1"
"63","7819621kinshasa","1","1","1"
"64","21835576kinshasa","0","0","0"
"65","21835576northkivu","1","1","1"
"66","17514321northkivu","1","1","1"
"67","17514321orientale","1","1","1"
"68","1948346orientale","1","1","1"
"69","34811257northkivu","1","1","1"
"70","22277006orientale","1","1","1"
"71","4273804northkivu","1","1","1"
"72","2993905kinshasa","1","1","1"
"73","10061864northkivu","0","0","0"
"74","10061864orientale","1","1","1"
"75","27496834northkivu","1","1","1"
"76","4312713kinshasa","0","0","0"
"77","4312713northkivu","1","1","1"
"78","4312713southkivu","1","1","1"
"79","16167808kinshasa","1","1","1"
"80","27412811northkivu","1","1","1"
"81","7335199kinshasa","1","1","1"
"82","26496315katanga","1","1","1"
"83","26496315northkivu","1","1","1"
"84","32866463kasaioccidental","0","0","0"
"85","32866463kinshasa","1","1","1"
"86","32866463southkivu","1","1","1"
"87","19430075orientale","1","1","1"
"88","23254830kinshasa","0","0","0"
"89","23254830orientale","1","1","1"
"90","25412026kinshasa","0","0","0"
"91","25412026northkivu","1","1","1"
"92","25412026orientale","0","1","1"
"93","34162989kinshasa","1","1","1"
"94","35950077kinshasa","1","1","1"
"95","11383793northkivu","1","1","1"
"96","27472590maniema","1","1","1"
"97","27472590northkivu","1","0","1"
"98","33999919katanga","1","1","1"
"99","33999919kinshasa","0","0","0"
"100","19984137equateur","1","1","1"
"101","23186682orientale","1","1","1"
"102","18912173northkivu","1","1","1"
"103","33825309northkivu","1","1","1"
"104","25597258equateur","0","0","0"
"105","25597258katanga","1","1","1"
"106","25597258kinshasa","0","0","0"
"107","25597258orientale","0","1","1"
"108","25597258southkivu","0","0","0"
"109","34118800northkivu","1","1","1"
"110","19950227kasaioccidental","0","0","0"
"111","19950227kasaioriental","0","0","0"
"112","19950227katanga","1","1","1"
"113","19950227kinshasa","0","0","0"
"114","19950227northkivu","1","1","1"
"115","19950227orientale","0","0","0"
"116","19950227southkivu","1","1","1"
"117","15956294kinshasa","1","1","1"
