"","story_id","rf_2016","svm_2016","nnet_2016"
"1","32279431northkivu","1","1","1"
"2","11251110orientale","1","1","1"
"3","34065480bandundu","0","0","0"
"4","34065480southkivu","1","1","1"
"5","22470197katanga","0","0","0"
"6","22470197northkivu","1","1","1"
"7","3919569bascongo","1","1","1"
"8","20990359orientale","1","1","1"
"9","3270217orientale","1","1","1"
"10","26976384kinshasa","0","0","0"
"11","26976384northkivu","1","1","1"
"12","27704818kinshasa","0","0","0"
"13","27704818northkivu","1","1","1"
"14","23411510orientale","1","1","1"
"15","2114467katanga","1","1","1"
"16","22990431northkivu","1","1","1"
"17","27042451northkivu","1","1","1"
"18","9472339kinshasa","1","1","1"
"19","10014594northkivu","1","1","1"
"20","33349339kinshasa","1","1","1"
"21","863413orientale","1","1","1"
"22","17625978southkivu","1","1","1"
"23","23157198kinshasa","0","0","0"
"24","23157198northkivu","1","1","1"
"25","15835827kasaioccidental","0","0","0"
"26","15835827kinshasa","1","1","1"
"27","22546296northkivu","1","1","1"
"28","22979232bascongo","1","1","1"
"29","22979232orientale","0","0","0"
"30","3269930kinshasa","1","1","1"
"31","17902800northkivu","1","1","1"
"32","12430336northkivu","1","1","1"
"33","33898105kinshasa","1","1","1"
"34","33898105northkivu","0","0","0"
"35","33898105southkivu","0","0","0"
"36","23317106northkivu","1","1","1"
"37","23250003orientale","1","1","1"
"38","10282560northkivu","1","1","1"
"39","25346029equateur","0","0","0"
"40","25346029katanga","0","0","0"
"41","25346029kinshasa","0","0","0"
"42","25346029maniema","0","0","0"
"43","25346029northkivu","1","1","1"
"44","33306606kinshasa","1","1","1"
"45","24470473southkivu","0","0","0"
"46","33773745northkivu","0","0","0"
"47","33773745orientale","1","1","1"
"48","33773745southkivu","0","0","0"
"49","24426634northkivu","0","0","0"
"50","24426634southkivu","1","1","1"
"51","17055593northkivu","1","1","1"
"52","5603539katanga","0","0","0"
"53","5603539kinshasa","1","0","0"
"54","5603539maniema","0","0","0"
"55","5603539northkivu","0","0","0"
"56","5603539orientale","1","1","1"
"57","5603539southkivu","1","1","1"
"58","25814682katanga","0","0","0"
"59","25814682kinshasa","1","1","0"
"60","25814682southkivu","0","1","1"
"61","33584195kasaioccidental","0","0","0"
"62","33584195kasaioriental","0","0","0"
"63","33584195katanga","1","1","1"
"64","20594626orientale","1","1","1"
"65","26202035northkivu","1","1","1"
"66","26202035southkivu","0","0","0"
"67","6200214katanga","0","0","0"
"68","6200214kinshasa","0","0","0"
"69","6200214northkivu","0","0","0"
"70","6200214orientale","1","1","1"
"71","27015427katanga","0","0","0"
"72","27015427northkivu","1","1","1"
"73","27015427southkivu","0","0","0"
"74","35854538northkivu","1","1","1"
"75","11360045kinshasa","1","1","1"
"76","11360045orientale","1","1","1"
"77","15825782katanga","1","1","1"
"78","15825782southkivu","1","1","1"
"79","27851683northkivu","1","1","1"
"80","27851683orientale","0","0","1"
"81","21546518northkivu","1","1","1"
"82","1707673kinshasa","0","0","0"
"83","1707673northkivu","1","1","1"
"84","1707673orientale","0","0","0"
"85","20987365northkivu","0","0","0"
"86","20987365orientale","1","1","1"
"87","17019949kinshasa","1","1","1"
"88","33204256katanga","0","0","0"
"89","33204256orientale","1","1","1"
"90","33204256southkivu","0","0","0"
"91","18975515kinshasa","1","1","1"
"92","24558636kinshasa","0","0","0"
"93","24558636southkivu","1","1","1"
"94","439895bascongo","0","0","0"
"95","439895katanga","1","1","1"
"96","439895kinshasa","0","0","0"
"97","32211405orientale","1","1","1"
"98","11456132kinshasa","0","0","0"
"99","11456132northkivu","1","1","1"
"100","32069720katanga","0","0","0"
"101","32069720kinshasa","0","0","0"
"102","32069720northkivu","1","1","1"
"103","25781346northkivu","0","0","0"
"104","25781346southkivu","1","1","1"
"105","5290899bascongo","0","0","0"
"106","5290899kasaioriental","0","0","0"
"107","5290899kinshasa","0","0","0"
"108","34251509kasaioccidental","0","0","0"
"109","34251509northkivu","1","1","1"
"110","11644453kinshasa","0","0","0"
"111","11644453northkivu","1","1","1"
"112","11644453southkivu","0","0","0"
"113","32851701equateur","1","1","1"
"114","32851701northkivu","1","1","1"
"115","32851701orientale","0","0","0"
"116","11740289northkivu","1","1","1"
"117","34300500kasaioccidental","0","0","0"
"118","34300500orientale","1","1","1"
"119","26719689northkivu","1","1","1"
"120","28116662kinshasa","0","0","1"
"121","28116662northkivu","1","1","1"
"122","4390577kinshasa","1","1","1"
"123","34612732northkivu","1","1","1"
"124","5592737kasaioriental","0","0","0"
"125","5592737kinshasa","0","0","0"
"126","5592737northkivu","1","1","1"
"127","22630725northkivu","1","1","1"
"128","6570441katanga","1","1","1"
"129","6570441kinshasa","0","0","0"
"130","19941008kasaioccidental","0","0","0"
"131","19941008kinshasa","1","1","1"
"132","2235908kinshasa","0","0","0"
"133","2235908northkivu","0","0","0"
"134","2235908southkivu","1","1","1"
"135","11463674kinshasa","1","1","1"
"136","2237095northkivu","1","1","1"
"137","2237095orientale","0","0","0"
