"","story_id","rf_2020","svm_2020","nnet_2020"
"1","7196840katanga","0.245","0.24180211838342","0.337960328433162"
"2","7196840northkivu","0.967","0.929006626838866","0.943358881712211"
"3","1004427kinshasa","0.002","0.102966096768846","0.0507186375142785"
"4","1004427northkivu","1","0.951817020552422","0.996331860721154"
"5","1004427orientale","0.241","0.145406252051963","0.353962515206054"
"6","20990359orientale","1","0.83592794838779","0.996528996804291"
"7","26976384kinshasa","0.482","0.480949837249743","0.364278179570725"
"8","26976384northkivu","0.607","0.435416207821599","0.442841388974296"
"9","20669206northkivu","0.993","0.912980055549533","0.955184198252799"
"10","23411510orientale","1","0.962114091844779","0.996432886519921"
"11","8766206northkivu","0.991","0.937950968443525","0.962619833105256"
"12","8766206southkivu","0.009","0.206082541693831","0.00122170398035376"
"13","24235767northkivu","0.993","0.957817277268827","0.932123867898803"
"14","24235767southkivu","0.165","0.13249696290188","0.0834037498746924"
"15","22990431northkivu","0.987","0.96774474953333","0.934989176654547"
"16","27042451northkivu","0.506","0.7692230857671","0.600996814928126"
"17","18930070kasaioccidental","0.008","0.101287597728837","0.0526271761222019"
"18","18930070kinshasa","0.097","0.107301784068456","0.156107737099483"
"19","18930070northkivu","0.643","0.851854958176521","0.658159977613395"
"20","18930070southkivu","0.022","0.101349307122885","0.0656721637193589"
"21","10672170bascongo","0.984","0.965814290654301","0.930575083749969"
"22","10672170kasaioriental","0.073","0.104850783870873","0.085669877979196"
"23","10672170kinshasa","0.318","0.198235119128983","0.240909707254594"
"24","10672170orientale","0.055","0.101648376425059","0.0798637227358232"
"25","34145240kinshasa","0.123","0.19277494038949","0.156231784915723"
"26","34145240northkivu","0.951","0.953033222383397","0.916397996298497"
"27","34145240orientale","0.498","0.182286747079977","0.337087370473526"
"28","10041649northkivu","0.679","0.839091357446812","0.639037707508584"
"29","25781098northkivu","0.788","0.820942336472318","0.624482651128831"
"30","6554025orientale","0.989","0.966397107412964","0.941127615375551"
"31","6554025southkivu","0.103","0.231938647374902","0.0010237224610731"
"32","18922379kinshasa","0.008","0.104889868607504","0.0478886283919053"
"33","18922379northkivu","0.991","0.677737107654229","0.981031932417291"
"34","18922379orientale","0.01","0.104390978763931","0.0596782629430645"
"35","18922379southkivu","0.01","0.10489215897763","0.0626194576799672"
"36","17902800northkivu","0.715","0.844458578863927","0.644216103550253"
"37","12430336northkivu","0.765","0.916332046819617","0.750114520917083"
"38","33898105kinshasa","0.756","0.823087732900503","0.626733416851542"
"39","33898105northkivu","0.263","0.0956040781839817","0.216556359630696"
"40","33898105southkivu","0.441","0.330290292764021","0.427994769239392"
"41","11527192northkivu","1","0.962217276212166","0.995912772354521"
"42","23317106northkivu","0.602","0.482504095189103","0.962290650702001"
"43","16143764kinshasa","0.712","0.843870830481753","0.642893716770638"
"44","24566909orientale","0.765","0.912148790307069","0.735212634254042"
"45","33306606kinshasa","0.993","0.964390796422267","0.95200210505693"
"46","33773745northkivu","0.093","0.102906521462399","0.102514064986345"
"47","33773745orientale","0.99","0.900449323338213","0.952403265990732"
"48","33773745southkivu","0.096","0.103060927965089","0.0809710800047028"
"49","25958833kinshasa","0.122","0.151916670496526","0.107136285594845"
"50","25958833northkivu","0.376","0.422895109507591","0.306525111577981"
"51","25958833southkivu","0.801","0.824139491819422","0.628690572766584"
"52","23293117orientale","0.318","0.780973917026597","0.598923974077321"
"53","7819621kinshasa","0.637","0.837606989111823","0.637245995509697"
"54","21835576kinshasa","0.026","0.0998742177091162","0.0816613764521097"
"55","21835576northkivu","0.993","0.952526123376624","0.937136937172262"
"56","26202035northkivu","0.974","0.942539800058969","0.910262474869148"
"57","26202035southkivu","0.43","0.0945151843856917","0.229263012964262"
"58","34811257northkivu","0.979","0.961008341300832","0.931614378030159"
"59","16905752northkivu","0.725","0.719999993666219","0.635331040208364"
"60","16905752orientale","0.654","0.655287992154565","0.581776093643147"
"61","16905752southkivu","0.579","0.559343205407924","0.518391929537194"
"62","22327893northkivu","0.99","0.963957889506378","0.944044060103681"
"63","22277006orientale","0.65","0.804080168206492","0.612663958178003"
"64","27496834northkivu","1","0.966214871621288","0.996118960332872"
"65","11360045kinshasa","0.736","0.838562571213086","0.637844887455445"
"66","11360045orientale","0.534","0.35294775490187","0.407029394961383"
"67","24132932northkivu","0.602","0.474830668351471","0.969923356166626"
"68","21546518northkivu","0.653","0.851314985451266","0.652847904151841"
"69","3201321kinshasa","0.003","0.10071256024817","0.0764232181617689"
"70","3201321maniema","0.22","0.10786226489327","0.119013345403851"
"71","3201321southkivu","0.99","0.965370314626406","0.941775888372095"
"72","32866463kasaioccidental","0.372","0.380978512604127","0.262845019090067"
"73","32866463kinshasa","0.129","0.108560242328421","0.120685810467403"
"74","32866463southkivu","0.47","0.529063501431946","0.75437653484175"
"75","33204256katanga","0.344","0.212135161664786","0.473895149400677"
"76","33204256orientale","0.879","0.956378359077639","0.932918880044679"
"77","33204256southkivu","0.397","0.158984365454877","0.237491395490429"
"78","34162989kinshasa","0.999","0.969964923539922","0.994602305349429"
"79","22191913bandundu","0.006","0.100444219901938","0.0633297251738134"
"80","22191913katanga","0.006","0.0999958757715236","0.053781724364498"
"81","22191913orientale","1","0.934669457761765","0.996476185152686"
"82","17263756northkivu","0.708","0.874598149110111","0.693264866984163"
"83","17263756orientale","0.079","0.111254339597157","0.00358738669741479"
"84","32211405orientale","0.841","0.806175426089688","0.620262355663277"
"85","30920756equateur","0.645","0.827891138072041","0.629689204595392"
"86","30920756kinshasa","0.296","0.266075696217734","0.357459341527069"
"87","30920756southkivu","0.298","0.336901495060661","0.457922860907456"
"88","22983118northkivu","0.984","0.951162916443946","0.934117846547937"
"89","27472590maniema","0.99","0.742478677651487","0.95895220967021"
"90","27472590northkivu","0.497","0.613352209792802","0.717695598746223"
"91","16274221kinshasa","0.982","0.962821687829838","0.928776899852781"
"92","33999919katanga","0.712","0.843840349961612","0.642840645623535"
"93","33999919kinshasa","0.424","0.168810799461705","0.292153922600773"
"94","19984137equateur","0.765","0.892107849314236","0.71657198138661"
"95","34300500kasaioccidental","0.41","0.405797876336226","0.296036307031286"
"96","34300500orientale","0.714","0.844491262962423","0.644321531169609"
