"","story_id","rf_2019","svm_2019","nnet_2019"
"1","6521068northkivu","1","1","1"
"2","11251110orientale","1","1","1"
"3","22522781kinshasa","0","0","0"
"4","22522781northkivu","1","1","1"
"5","22522781southkivu","0","0","0"
"6","6288898northkivu","1","1","1"
"7","27237112katanga","1","1","0"
"8","27237112kinshasa","0","0","0"
"9","22317381kasaioccidental","0","0","0"
"10","22317381kinshasa","0","0","0"
"11","22317381northkivu","1","1","1"
"12","9290936northkivu","1","1","1"
"13","9290936southkivu","0","0","0"
"14","27704818kinshasa","0","0","0"
"15","27704818northkivu","1","1","1"
"16","19370082orientale","1","1","1"
"17","4590482kinshasa","0","0","0"
"18","4590482orientale","1","1","1"
"19","23166333northkivu","1","1","1"
"20","33237761katanga","0","0","0"
"21","33237761orientale","1","1","1"
"22","9472339kinshasa","1","1","0"
"23","863413orientale","1","1","1"
"24","23157198kinshasa","0","0","0"
"25","23157198northkivu","1","1","1"
"26","3405233orientale","1","1","1"
"27","27280728katanga","1","1","0"
"28","27280728kinshasa","0","0","0"
"29","15835827kasaioccidental","0","0","0"
"30","15835827kinshasa","1","1","0"
"31","16273884kinshasa","1","1","1"
"32","16273884northkivu","0","0","0"
"33","27521830northkivu","1","1","0"
"34","22546296northkivu","1","1","1"
"35","33413561kinshasa","0","0","0"
"36","33413561northkivu","1","1","1"
"37","7793830orientale","1","1","1"
"38","23250003orientale","1","1","1"
"39","17034238northkivu","1","1","1"
"40","10282560northkivu","1","1","1"
"41","25346029equateur","0","0","0"
"42","25346029katanga","0","0","0"
"43","25346029kinshasa","0","0","0"
"44","25346029maniema","0","0","0"
"45","25346029northkivu","1","1","1"
"46","16156974northkivu","1","1","1"
"47","16156974orientale","0","0","0"
"48","17899878northkivu","1","1","1"
"49","32069817katanga","1","1","1"
"50","25814682katanga","0","0","1"
"51","25814682kinshasa","1","1","0"
"52","25814682southkivu","0","0","0"
"53","6006126kinshasa","0","0","0"
"54","6006126northkivu","1","1","1"
"55","20594626orientale","1","1","1"
"56","6200214katanga","0","0","0"
"57","6200214kinshasa","0","0","0"
"58","6200214northkivu","0","0","0"
"59","6200214orientale","1","1","1"
"60","27015427katanga","0","0","0"
"61","27015427northkivu","1","1","1"
"62","27015427southkivu","0","0","0"
"63","1948346orientale","1","1","0"
"64","4273804northkivu","1","1","1"
"65","10061864northkivu","0","0","0"
"66","10061864orientale","1","1","1"
"67","4312713kinshasa","0","0","0"
"68","4312713northkivu","1","1","1"
"69","4312713southkivu","0","0","1"
"70","9241451northkivu","1","1","1"
"71","9241451orientale","0","0","0"
"72","33785721orientale","1","1","1"
"73","27851683northkivu","1","1","1"
"74","27851683orientale","1","1","1"
"75","27412811northkivu","1","1","1"
"76","7335199kinshasa","1","1","0"
"77","20987365northkivu","0","0","0"
"78","20987365orientale","1","1","1"
"79","17019949kinshasa","1","1","0"
"80","20126535kinshasa","1","1","0"
"81","20126535southkivu","0","0","0"
"82","21529876orientale","1","1","1"
"83","18975515kinshasa","1","1","1"
"84","24558636kinshasa","0","0","0"
"85","24558636southkivu","1","1","1"
"86","19430075orientale","1","1","1"
"87","23254830kinshasa","0","1","0"
"88","23254830orientale","1","1","1"
"89","33282887orientale","1","1","1"
"90","439895bascongo","0","0","0"
"91","439895katanga","1","1","1"
"92","439895kinshasa","0","0","0"
"93","22958257orientale","1","1","1"
"94","5290899bascongo","1","1","1"
"95","5290899kasaioriental","0","0","0"
"96","5290899kinshasa","0","0","0"
"97","121322northkivu","1","1","1"
"98","121322orientale","1","0","0"
"99","11383793northkivu","1","1","1"
"100","26094349kinshasa","0","0","0"
"101","26094349southkivu","1","1","1"
"102","34251509kasaioccidental","0","0","0"
"103","34251509northkivu","1","1","1"
"104","4707942kinshasa","0","0","0"
"105","4707942northkivu","1","1","1"
"106","4707942southkivu","0","0","0"
"107","20558719kinshasa","0","0","0"
"108","20558719southkivu","1","1","1"
"109","23143056orientale","1","1","1"
"110","11644453kinshasa","0","0","0"
"111","11644453northkivu","1","1","1"
"112","11644453southkivu","0","0","0"
"113","18908563kasaioccidental","0","0","0"
"114","18908563kinshasa","0","0","0"
"115","18908563northkivu","1","1","1"
"116","18908563orientale","0","0","0"
"117","23999624katanga","1","1","1"
"118","11740289northkivu","1","1","1"
"119","23186682orientale","1","1","1"
"120","34612732northkivu","1","1","1"
"121","18912173northkivu","1","1","1"
"122","22630725northkivu","1","1","1"
"123","18342285northkivu","0","0","0"
"124","18342285southkivu","1","1","1"
"125","19950227kasaioccidental","0","0","0"
"126","19950227kasaioriental","0","0","0"
"127","19950227katanga","1","1","1"
"128","19950227kinshasa","0","0","0"
"129","19950227northkivu","1","1","1"
"130","19950227orientale","0","0","0"
"131","19950227southkivu","0","0","0"
"132","2235908kinshasa","0","0","0"
"133","2235908northkivu","0","0","0"
"134","2235908southkivu","1","1","1"
"135","17997106kasaioccidental","0","0","0"
"136","17997106kinshasa","0","0","0"
"137","17997106northkivu","1","1","1"
"138","2237095northkivu","1","1","1"
"139","2237095orientale","0","0","0"
